OverallQual_train,GrLivArea_train,GarageCars_train,GarageArea_train,TotalBsmtSF_train,FrstFlrSF_train,FullBath_train,TotRmsAbvGrd_train,YearBuilt_train,YearRemodAdd_train,SalePrice_train,,OverallQual_test,GrLivArea_test,GarageCars_test,GarageArea_test,TotalBsmtSF_test,FrstFlrSF_test,FullBath_test,TotRmsAbvGrd_test,YearBuilt_test,YearRemodAdd_test,SalePrice_test
5,1466,2,566,796,1096,2,7,1936,1989,170000,,2.602594469,12.97017409,1.194317638,10.17948904,12.97017409,12.97017409,0.730463147,2.055641538,14.18127774,14.182841,230371
5,1096,1,299,1096,1096,1,6,1969,1969,138800,,2.440268378,13.25454799,1.194317638,10.52498134,11.2891601,11.2891601,1.194317638,2.440268378,14.19376529,14.19376529,179011
6,848,2,420,848,848,1,3,2004,2004,155900,,2.440268378,12.6217023,1.194317638,10.64386973,12.57030123,12.6217023,1.194317638,2.055641538,14.19064738,14.19064738,185638
5,990,1,299,990,990,1,5,1994,1994,126000,,2.259673787,12.9459459,1.194317638,9.934165447,12.9459459,12.9459459,1.194317638,2.259673787,14.19220667,14.19376529,177284
6,1258,2,528,1258,1258,2,5,1971,2004,145000,,2.440268378,13.28476497,1.194317638,10.18993413,11.2891601,11.2891601,1.194317638,2.440268378,14.19220667,14.19220667,180895
5,1040,1,308,1040,1040,1,5,1963,1963,133000,,2.055641538,13.37389186,1.194317638,9.71584164,11.39665817,11.39665817,1.194317638,2.259673787,14.19064738,14.19064738,166752
7,1459,2,527,1459,1459,2,6,2002,2002,192000,,2.055641538,11.94004722,0.730463147,9.616086912,11.94004722,11.94004722,0.730463147,1.820334104,14.13089904,14.13089904,125677
6,1251,1,461,1251,1251,1,6,1964,1964,160000,,1.820334104,12.3643909,1.194317638,10.37195263,12.3643909,12.3643909,0.730463147,1.820334104,14.12455283,14.12455283,124808
6,1498,2,409,691,691,2,6,1995,1996,187500,,2.055641538,12.99205368,1.194317638,10.63488735,11.83409982,11.83409982,0.730463147,2.440268378,14.06370953,14.10385151,131983
6,996,2,564,936,996,1,5,1992,1992,147000,,2.259673787,12.59487489,1.194317638,10.83510235,12.59487489,12.59487489,0.730463147,2.055641538,14.11978597,14.11978597,129726
4,1092,1,286,546,546,1,6,1973,1973,83500,,2.259673787,12.24701976,1.194317638,10.41094335,12.010769,12.24701976,0.730463147,2.440268378,14.14513801,14.14513801,139528
8,1953,3,1043,1082,1082,2,9,2005,2006,252000,,2.055641538,14.53017795,1.194317638,10.64835104,0,12.39570087,1.194317638,3.011340243,14.14987209,14.14987209,152203
7,1709,2,380,970,970,2,7,2004,2004,137500,,2.055641538,13.11420339,1.194317638,10.21588754,11.27454797,11.27454797,1.194317638,2.259673787,14.19064738,14.19220667,160106
8,1247,2,550,1247,1247,1,4,2005,2005,197000,,2.885846472,17.32128438,1.540962756,12.53310388,17.32128438,17.32128438,1.194317638,3.438110443,14.19532326,14.19688057,678401
3,1040,2,400,,1040,2,6,1950,1950,92900,,2.259673787,12.32218488,1.194317638,10.39638094,10.50157527,12.32218488,0.730463147,2.055641538,14.19064738,14.19064738,135798
7,1252,2,462,600,624,2,4,1999,2000,160000,,2.055641538,12.010769,0.730463147,9.666395817,12.010769,12.010769,0.730463147,1.820334104,14.11819563,14.182841,133513
6,1694,2,576,1181,1390,2,7,1925,1950,136500,,1.820334104,12.52811325,0,0,0,12.52811325,1.194317638,2.259673787,14.11182739,14.11182739,75330
5,1200,2,884,864,1200,1,6,1965,1998,146000,,2.055641538,12.63382702,0,0,12.63382702,12.63382702,1.194317638,2.602594469,14.09745829,14.10385151,102486
5,936,1,308,936,936,1,4,1956,2000,129000,,2.259673787,11.72141504,0.730463147,8.274265741,10.99122955,11.29644097,0.730463147,1.820334104,14.05562803,14.17501803,116662
6,1314,2,440,1314,1314,2,6,2006,2006,176432,,1.820334104,11.39665817,0.730463147,9.425934227,11.39665817,11.39665817,0.730463147,1.820334104,14.11182739,14.11182739,101352
6,1355,,,684,773,1,7,1914,2006,127000,,1.820334104,11.71822847,1.194317638,10.41094335,11.71822847,11.71822847,0.730463147,2.055641538,14.11182739,14.11182739,104919
8,1088,2,461,1074,1088,1,5,1986,1986,170000,,2.055641538,15.00933214,0,0,12.86996719,12.86996719,1.194317638,3.128238686,14.06047907,14.10385151,156885
4,1324,1,240,672,757,1,6,1936,1950,128000,,2.055641538,13.14356142,0.730463147,9.405519222,12.85638382,13.14356142,0.730463147,2.259673787,14.06532369,14.10385151,138665
7,1601,2,478,1271,1601,2,7,1978,1978,157000,,2.259673787,12.87448312,0.730463147,8.51121971,10.95495531,11.36478864,1.194317638,2.602594469,14.05724576,14.19064738,148017
2,438,1,246,290,438,1,3,1920,1950,60000,,2.440268378,12.39050275,0.730463147,8.274265741,10.42543572,10.59413615,0.730463147,2.055641538,14.07177321,14.17501803,138224
5,950,1,280,950,950,1,5,1971,1971,119500,,2.259673787,13.17267497,0.730463147,8.395382582,10.67510179,11.67651555,0.730463147,2.440268378,14.05724576,14.10385151,133911
5,1134,1,254,1010,1134,1,6,1960,2002,135000,,2.259673787,13.22406904,0.730463147,8.365618533,11.09371324,11.09371324,0.730463147,2.259673787,14.06532369,14.16874766,146658
6,1194,2,539,655,1194,1,6,1959,1959,159500,,2.440268378,13.71314294,1.194317638,8.728897992,11.67651555,11.7277788,1.194317638,2.602594469,14.06693714,14.17031625,206348
5,1302,2,440,630,630,2,6,1970,1970,106000,,2.055641538,12.70805291,1.194317638,9.71584164,0,12.70805291,0.730463147,2.440268378,14.10544808,14.10544808,143403
8,2622,2,712,1463,1500,2,9,1994,1995,325000,,1.820334104,13.77834759,0.730463147,8.424817023,11.92212641,12.717514,1.194317638,2.440268378,14.07177321,14.18752681,161225
7,1442,2,719,910,1442,2,6,1990,1991,179900,,2.055641538,13.00076701,1.194317638,10.41094335,11.25250253,11.36834549,1.194317638,2.055641538,14.08945103,14.10385151,138798
7,2021,2,422,868,887,2,9,2006,2006,274725,,2.259673787,13.42052282,1.194317638,10.65282578,13.42052282,13.42052282,0.730463147,2.259673787,14.11978597,14.11978597,200051
6,1690,2,463,924,948,2,7,2000,2000,181000,,2.259673787,13.2787423,1.194317638,10.52498134,13.2787423,13.2787423,1.194317638,2.440268378,14.13248388,14.13248388,220689
8,1836,3,862,1836,1836,2,7,2004,2005,280000,,2.259673787,12.24973354,1.194317638,10.07296469,10.35226609,10.41578188,0.730463147,2.055641538,14.15144877,14.15144877,115049
6,1658,2,431,773,773,2,8,1995,1996,188000,,1.820334104,13.64492223,1.194317638,10.86028293,13.64492223,13.64492223,1.194317638,2.440268378,14.17501803,14.17658396,188679
7,1964,2,483,803,1098,2,8,1976,1976,205000,,2.602594469,12.18121742,1.194317638,10.31750096,12.13661494,12.18121742,0.730463147,1.820334104,14.16403785,14.16403785,144040
5,816,1,308,816,816,1,5,1957,1957,129900,,2.440268378,13.6738049,1.194317638,10.84771829,13.6738049,13.6738049,1.194317638,2.440268378,14.13723429,14.13723429,220342
5,1008,1,240,1008,1008,1,6,1953,2006,134500,,2.602594469,15.17377978,1.194317638,11.1130426,8.856575965,15.17377978,1.194317638,2.259673787,14.16089462,14.16089462,283634
5,833,1,326,833,833,1,4,1954,2000,117000,,2.259673787,12.68189906,1.194317638,11.22286745,11.22286745,11.22286745,0.730463147,2.259673787,14.08784748,14.10385151,128620
8,1734,3,928,1734,1734,2,7,2007,2007,318000,,2.055641538,13.49879261,0,0,11.94004722,11.94004722,1.194317638,2.259673787,14.06370953,14.18752681,121015
8,1419,2,527,408,779,2,7,2002,2002,184100,,2.055641538,13.90364144,0,0,11.70224851,11.95787075,1.194317638,2.259673787,14.06047907,14.18127774,149343
5,894,2,450,894,894,1,5,1967,2003,130000,,2.055641538,11.56146049,0.730463147,6.654950444,11.56146049,11.56146049,0.730463147,2.055641538,14.05886277,14.10385151,82957
5,1601,1,300,533,1021,1,6,1958,1987,140000,,1.194317638,11.6570807,0.730463147,8.658270743,0,10.91003759,0.730463147,1.820334104,14.08624323,14.10385151,63595
5,1040,1,286,1040,1040,1,6,1959,1959,133700,,2.055641538,14.16874766,0,0,12.00201143,12.21975986,1.194317638,2.750250297,14.01495032,14.19220667,109965
6,1012,1,308,1012,1012,1,6,1920,1950,118400,,1.820334104,12.32483838,1.194317638,11.22286745,12.32483838,12.32483838,0.730463147,2.259673787,14.1150129,14.15144877,111569
7,1552,3,782,1552,1552,2,7,2005,2006,212900,,2.055641538,12.12818486,0.730463147,8.274265741,11.6309845,12.12818486,0.730463147,2.055641538,14.07177321,14.19376529,112207
4,960,1,288,672,960,1,5,1956,1956,112000,,2.602594469,13.54382236,1.194317638,10.24673615,13.44552736,13.54382236,1.194317638,2.055641538,14.19220667,14.19376529,280073
5,698,,,698,698,1,4,1947,2008,118000,,2.259673787,12.87673886,1.194317638,10.20034266,12.12818486,12.87673886,1.194317638,2.055641538,14.14987209,14.14987209,170845
7,1482,2,392,384,812,2,7,1992,1992,163900,,2.055641538,13.08034617,1.540962756,10.95089861,13.18301426,13.08034617,1.194317638,2.259673787,14.18596554,14.18596554,192580
4,1005,2,672,1005,1005,1,5,1955,1955,115000,,2.440268378,13.11630859,1.194317638,10.63488735,13.11630859,13.11630859,0.730463147,1.820334104,14.18596554,14.18596554,225703
7,1555,3,660,1373,1555,2,7,2007,2007,174000,,2.440268378,13.25859195,1.194317638,10.30247732,13.20975447,13.25859195,1.194317638,2.259673787,14.16874766,14.17031625,196152
7,1530,3,630,1530,1530,2,7,2004,2004,259000,,2.440268378,11.88598829,0.730463147,9.459636543,11.67974337,11.88598829,0.730463147,1.820334104,14.14355863,14.14355863,141959
7,1959,2,434,847,847,2,8,2004,2005,215000,,2.259673787,12.19779027,1.194317638,10.41094335,12.03979401,12.19779027,0.730463147,2.055641538,14.14197856,14.14197856,151274
5,936,2,672,936,936,1,4,1980,1980,140000,,2.440268378,13.30476648,1.194317638,10.33244966,13.30476648,13.30476648,1.194317638,2.055641538,14.16246657,14.16246657,206054
4,1981,2,576,1122,1328,2,7,1928,1950,135000,,2.259673787,14.59508141,1.194317638,10.0675365,10.67510179,14.59508141,1.194317638,2.440268378,14.11660461,14.17501803,219236
5,974,,,974,974,1,5,1991,1992,93500,,2.440268378,13.66119734,1.194317638,9.911335817,13.66119734,13.66119734,1.194317638,2.440268378,14.19220667,14.19376529,210909
6,2210,1,205,1008,1178,2,8,1880,1950,117500,,2.602594469,13.42823532,1.194317638,10.28232783,13.39339612,13.42823532,1.194317638,2.259673787,14.19220667,14.19376529,254090
8,2020,2,466,1128,1142,2,8,1995,1995,239500,,2.440268378,12.7410529,1.194317638,10.41094335,12.79920235,12.7410529,1.194317638,2.259673787,14.15932199,14.15932199,177285
6,1600,2,460,916,916,2,7,1997,1997,169000,,2.602594469,12.90593014,1.194317638,10.12137509,12.80381202,12.90593014,1.194317638,2.055641538,14.1844036,14.1844036,199668
6,986,1,180,960,986,1,5,1926,1950,102000,,2.602594469,14.05886277,1.540962756,11.11689422,14.05886277,14.05886277,1.194317638,2.259673787,14.18596554,14.18596554,301329
6,1252,1,288,1032,1032,1,6,1950,1950,119000,,2.259673787,13.28476497,1.194317638,10.61231506,13.28476497,13.28476497,1.194317638,2.440268378,14.17658396,14.17658396,190839
5,1020,,,780,780,1,6,1875,1996,94000,,2.440268378,14.87404804,1.194317638,10.01822808,12.45235672,12.51309709,1.540962756,2.885846472,14.18752681,14.18908743,275561
6,1567,2,714,1567,1567,2,5,1977,1977,196000,,2.885846472,13.89688711,1.540962756,11.92811089,13.89688711,13.89688711,1.194317638,2.602594469,14.19220667,14.19376529,334856
5,1167,2,495,915,1167,1,6,1920,1950,144000,,1.540962756,14.23560091,1.820334104,12.23886516,0,14.23560091,0.730463147,2.750250297,14.10863912,14.10863912,144796
5,952,2,840,952,952,1,4,1951,1951,139000,,2.259673787,11.94004722,1.194317638,10.06209831,11.89203906,11.94004722,0,1.540962756,14.17658396,14.17814922,153562
5,1868,2,484,780,1088,2,9,1976,1976,197500,,1.820334104,12.37486,0.730463147,8.631303105,10.49687228,10.49687228,0.730463147,2.055641538,14.1388164,14.1388164,84352
8,2828,3,1052,1466,1466,3,11,2006,2007,424870,,1.820334104,12.10276525,0.730463147,9.002329725,10.42061267,10.42061267,0.730463147,1.820334104,14.1356515,14.1356515,93167
5,1006,,,1006,1006,1,5,1959,1959,80000,,1.820334104,12.37486,0,0,10.49687228,10.49687228,0.730463147,2.055641538,14.1356515,14.1356515,87724
4,924,1,280,672,672,1,5,1941,1950,80000,,1.820334104,12.37486,0.730463147,8.914178989,10.49687228,10.49687228,0.730463147,2.259673787,14.14513801,14.14513801,77388
5,1576,1,225,1042,1042,1,8,1928,1950,149000,,2.055641538,12.14782183,1.194317638,11.0625361,11.9010943,12.14782183,0.730463147,1.820334104,14.14671672,14.14671672,151625
6,1298,2,403,1298,1298,2,5,1985,1985,180000,,2.259673787,13.00294193,1.194317638,10.41094335,12.75042334,13.00294193,1.194317638,2.259673787,14.14671672,14.14671672,198084
7,1564,1,234,704,860,1,7,1941,1950,174500,,2.055641538,13.63766507,1.194317638,11.03894769,12.54803182,13.63766507,0.730463147,2.259673787,14.14671672,14.17345144,215989
7,1111,1,288,572,572,1,5,1926,1950,116900,,2.055641538,13.16438151,1.194317638,10.42543572,11.20794496,11.20794496,0.730463147,2.259673787,14.14671672,14.14671672,169671
7,1482,2,324,650,832,1,7,1920,1988,143000,,2.055641538,11.49382027,0,0,11.49382027,11.49382027,0.730463147,2.055641538,14.13723429,14.13723429,111163
6,932,1,306,932,932,1,4,1950,1950,124000,,1.820334104,13.51198519,0.730463147,9.973694289,13.08884134,13.51198519,0.730463147,2.259673787,14.12137561,14.12137561,119388
5,1466,2,528,1466,1466,1,6,1959,1959,149900,,2.055641538,12.59242551,1.194317638,10.28232783,12.36962953,12.59242551,0.730463147,2.259673787,14.14513801,14.18752681,157136
6,1811,2,470,1073,1811,1,6,1956,2004,230000,,2.055641538,11.56146049,0.730463147,8.728897992,11.56146049,11.56146049,0.730463147,1.820334104,14.15617473,14.15617473,130327
6,816,1,432,816,816,1,5,1930,2007,120500,,2.055641538,11.7907402,0.730463147,8.930417558,11.71822847,11.7907402,0.730463147,2.055641538,14.1577487,14.1577487,124606
7,1820,2,492,864,902,1,8,1965,1988,201800,,2.259673787,12.8631822,1.194317638,10.01822808,12.59242551,12.8631822,1.194317638,2.055641538,14.11023361,14.11023361,153467
5,1437,2,528,1437,1437,2,6,1976,2004,218000,,2.259673787,12.19227516,0.730463147,9.125735246,12.14782183,12.19227516,0.730463147,2.055641538,14.11342049,14.11342049,145784
5,1265,2,502,1219,1265,2,6,1965,1999,179900,,2.055641538,13.85096335,1.540962756,12.01950335,13.52887559,13.85096335,0.730463147,2.440268378,14.1150129,14.1150129,180283
7,1314,2,626,1314,1314,2,6,2007,2008,230000,,2.259673787,13.0760908,1.194317638,10.51564059,13.68994983,13.0760908,0.730463147,1.820334104,14.1150129,14.1150129,200592
8,1580,3,830,1580,1580,2,7,2007,2008,235128,,2.440268378,13.94223696,1.194317638,10.30247732,13.94223696,13.94223696,1.194317638,2.602594469,14.13406803,14.13406803,192420
6,1876,2,540,901,943,2,8,1974,1974,185000,,2.259673787,13.35231219,1.194317638,9.71584164,11.55140481,11.55140481,1.194317638,2.259673787,14.17814922,14.17971381,182074
6,1456,2,440,855,855,2,7,1978,1978,146000,,2.259673787,13.62857289,1.194317638,9.853469377,11.44213674,11.44213674,1.194317638,2.440268378,14.17501803,14.17501803,177490
6,1640,2,924,1296,1640,1,7,1954,2006,224000,,2.259673787,13.81483783,1.194317638,9.968079814,11.57815041,11.57815041,1.194317638,2.440268378,14.17658396,14.17658396,184477
5,894,2,450,894,894,1,5,1968,1968,129000,,2.602594469,14.28153515,1.194317638,10.40609703,12.32748977,12.32748977,1.194317638,2.440268378,14.19064738,14.19064738,245685
4,1258,2,400,1198,1258,,6,1969,1969,108959,,2.440268378,14.50016973,1.540962756,11.41422671,13.68098939,13.68098939,1.194317638,2.750250297,14.19064738,14.19220667,315676
5,1432,2,588,1360,1432,1,5,1978,1978,194000,,2.602594469,15.12664002,1.194317638,10.81820054,14.27849058,14.30428992,1.194317638,2.750250297,14.17345144,14.17345144,297806
7,1502,2,644,1502,1502,2,7,2009,2009,233170,,2.259673787,12.57030123,1.194317638,9.728071981,12.54803182,12.57030123,1.194317638,2.259673787,14.17188418,14.17345144,172420
8,1694,3,776,1694,1694,2,7,2008,2008,245350,,2.602594469,12.65554334,1.194317638,10.0675365,12.6241307,12.65554334,1.194317638,2.055641538,14.16246657,14.16246657,165959
6,1671,2,472,959,959,2,7,2000,2000,173000,,2.750250297,15.25932152,1.540962756,11.03104515,13.09308117,13.12681563,1.540962756,3.011340243,14.19064738,14.19220667,498162
6,2108,2,540,1127,1236,2,7,1935,1986,235000,,2.885846472,15.89950613,1.540962756,11.36122781,13.35821064,13.35821064,1.540962756,2.885846472,14.19220667,14.19220667,543507
10,3627,3,807,1930,1831,3,10,1995,1996,625000,,2.750250297,14.85712081,1.540962756,11.05076414,12.38008234,12.40089097,1.194317638,3.011340243,14.19220667,14.19220667,359113
6,1118,1,358,1096,1118,1,6,1977,1977,171000,,2.885846472,15.1399944,1.540962756,11.28186246,13.94056739,13.94056739,1.194317638,3.011340243,14.19220667,14.19220667,517142
6,1261,2,433,1261,1261,1,6,1958,1958,163000,,2.750250297,15.25579483,1.540962756,10.99122955,13.0760908,13.0760908,1.540962756,2.885846472,14.19064738,14.19220667,450835
7,1250,2,625,625,625,2,5,2006,2007,171900,,2.750250297,13.70602253,1.194317638,10.35719983,13.70602253,13.70602253,1.194317638,2.440268378,14.19064738,14.19064738,303233
5,3086,,,1598,1636,3,12,1946,1994,200500,,2.750250297,14.182841,1.540962756,11.23030232,14.03941125,14.182841,1.194317638,2.602594469,14.19064738,14.19064738,439274
6,2345,2,360,952,1170,2,9,1932,1950,239000,,2.259673787,12.40089097,1.194317638,10.66175567,12.09140474,12.40089097,0.730463147,2.055641538,14.15144877,14.15144877,159514
8,2872,2,541,1683,2129,2,9,1992,2000,285000,,2.440268378,13.95223832,1.194317638,10.17948904,11.96674639,11.96674639,1.194317638,2.602594469,14.14829474,14.14829474,174823
5,923,1,264,876,923,1,5,1984,1985,119500,,2.440268378,12.35125846,1.194317638,10.7235459,12.25515449,12.35125846,0.730463147,2.055641538,14.14513801,14.14513801,176600
6,1224,1,210,818,818,1,5,1926,2004,115000,,2.440268378,14.64924212,1.194317638,10.47324715,12.010769,12.010769,1.194317638,2.602594469,14.19064738,14.19220667,259988
5,1343,1,186,731,820,1,7,1921,1950,154900,,2.259673787,13.98207857,1.194317638,10.19514295,11.05076414,12.41899355,1.540962756,2.602594469,14.14355863,14.182841,188097
5,1124,,,,1124,1,5,1954,1954,93000,,2.259673787,12.40348302,1.194317638,10.07296469,12.40348302,12.40348302,1.194317638,2.259673787,14.14197856,14.14197856,151341
7,2514,2,693,1216,1298,2,8,1990,1991,250000,,1.820334104,11.74995426,1.194317638,10.63488735,11.71822847,11.74995426,0.730463147,2.055641538,14.13723429,14.13723429,102590
8,1652,2,482,1600,1652,2,5,2008,2008,392500,,2.259673787,13.13729115,1.194317638,10.48271935,13.27673245,13.13729115,1.194317638,1.820334104,14.18596554,14.18596554,193647
10,4476,3,813,2396,2411,3,10,1996,1996,745000,,2.259673787,12.37486,1.194317638,9.951171657,10.39638094,10.39638094,0.730463147,2.259673787,14.14039782,14.14039782,98465
5,1130,2,720,1120,1130,1,5,1920,1950,120000,,2.055641538,13.02245514,1.194317638,9.951171657,11.38607038,11.38607038,0.730463147,2.440268378,14.14039782,14.14039782,123003
5,1572,3,995,1572,1572,1,5,1963,1963,186700,,2.259673787,12.20879318,0.730463147,8.728897992,10.24161682,10.24161682,0.730463147,2.259673787,14.1388164,14.1388164,106307
5,1221,1,392,784,949,1,7,1924,1950,104900,,2.259673787,11.97559815,0.730463147,8.728897992,10.18471617,10.18471617,0.730463147,2.055641538,14.1388164,14.1388164,93948
3,1699,2,420,978,1014,2,7,1900,1970,95000,,2.259673787,12.37486,0.730463147,8.728897992,10.39638094,10.39638094,0.730463147,2.259673787,14.1388164,14.1388164,100183
8,1624,3,757,1624,1624,2,5,1994,1995,262000,,2.259673787,12.31421176,1.194317638,9.951171657,12.31421176,12.31421176,1.194317638,1.820334104,14.14355863,14.14355863,143078
7,1660,2,493,831,831,2,7,2002,2002,195000,,2.055641538,13.069698,0.730463147,9.02589035,11.96083196,13.069698,0.730463147,2.259673787,14.13089904,14.14355863,149699
7,1804,2,442,994,1028,2,7,1999,1999,189000,,2.440268378,12.27675074,0.730463147,9.170636769,12.27675074,12.27675074,1.194317638,1.820334104,14.14513801,14.14513801,136770
4,1622,4,1356,1249,1622,1,7,1961,1975,168000,,2.259673787,13.21385031,1.194317638,10.06209831,11.68940758,11.68940758,1.194317638,2.259673787,14.14513801,14.14513801,139618
8,1441,2,492,776,764,2,5,1999,2000,174000,,2.750250297,15.00556855,1.540962756,11.61127302,13.74853518,13.74853518,1.194317638,3.011340243,14.19220667,14.19220667,405867
5,1472,1,250,702,842,1,6,1925,1994,125000,,2.602594469,13.53074736,1.540962756,11.76884209,13.53074736,13.53074736,1.194317638,2.259673787,14.18908743,14.18908743,250247
6,1224,2,402,1224,1224,2,5,1999,1999,165000,,2.440268378,13.75205535,1.540962756,11.74995426,13.71847402,13.75205535,1.194317638,2.602594469,14.19220667,14.19220667,254932
6,1352,1,299,663,663,1,7,1969,1969,158000,,2.750250297,13.97050307,1.540962756,12.3565176,13.97050307,13.97050307,1.194317638,2.440268378,14.19064738,14.19064738,402898
6,1456,2,400,728,728,2,8,2005,2005,176000,,2.750250297,14.4915515,1.540962756,11.03104515,12.36962953,12.43956377,1.194317638,2.885846472,14.19064738,14.19220667,315472
7,1863,3,660,879,879,2,9,2006,2006,219210,,2.750250297,14.32239352,1.194317638,10.37685419,13.50822087,13.54382236,1.194317638,2.602594469,14.19064738,14.19220667,356198
7,1690,1,225,815,815,1,7,1916,1950,144000,,2.602594469,14.55853512,1.194317638,10.63038623,12.66754846,12.66754846,1.194317638,2.602594469,14.19064738,14.19220667,302335
7,1212,2,573,1212,1212,2,6,2001,2001,178000,,2.602594469,14.74588511,1.540962756,11.03894769,12.27405883,12.27405883,1.194317638,2.885846472,14.19220667,14.19220667,293108
4,1382,2,459,1051,1382,1,6,1963,1979,148000,,2.602594469,14.70399319,1.540962756,11.45254045,13.35034386,13.38950386,1.194317638,2.885846472,14.19064738,14.19220667,375128
4,864,1,280,864,864,1,5,1970,1970,116050,,2.750250297,13.84239469,1.540962756,11.90711726,13.84239469,13.84239469,1.194317638,2.259673787,14.19064738,14.19220667,343858
7,1779,2,546,866,866,2,6,1998,1998,197900,,2.750250297,13.82174675,1.540962756,11.56146049,13.82174675,13.82174675,1.194317638,2.440268378,14.18908743,14.19064738,370428
5,1348,1,216,884,884,1,5,1925,1997,117000,,2.602594469,14.0459066,1.540962756,11.3181838,13.13938249,13.15190434,1.194317638,2.750250297,14.18908743,14.18908743,281075
7,1630,2,451,1630,1630,2,6,2000,2001,213000,,2.750250297,13.43016082,1.194317638,10.54357704,13.42052282,13.43016082,1.194317638,2.259673787,14.19064738,14.19064738,274552
5,1074,2,495,1056,1074,1,6,1975,1975,153500,,2.750250297,13.65578051,1.540962756,11.82794076,13.65578051,13.65578051,1.194317638,2.259673787,14.19220667,14.19220667,316021
7,2196,3,701,2158,2196,2,7,1990,1991,271900,,2.750250297,13.61945757,1.194317638,10.63038623,13.61945757,13.61945757,1.194317638,2.259673787,14.19220667,14.19220667,284401
4,1056,1,384,1056,1056,1,5,1966,1966,107000,,2.259673787,13.21385031,1.194317638,9.653900779,11.25250253,11.25250253,1.194317638,2.602594469,14.19064738,14.19220667,167401
6,1700,2,544,1682,1700,2,7,2003,2003,200000,,2.440268378,13.28677024,1.194317638,9.951171657,11.2891601,11.2891601,1.194317638,2.602594469,14.19220667,14.19220667,176980
5,1283,2,506,931,1283,1,6,1962,1980,140000,,2.259673787,12.93709344,1.194317638,9.876753739,12.93709344,12.93709344,1.194317638,2.259673787,14.19220667,14.19220667,184148
8,1660,2,500,1660,1660,2,8,2006,2006,290000,,2.602594469,14.72432153,1.540962756,10.87695679,12.26866849,12.26866849,1.194317638,2.750250297,14.18908743,14.19064738,272613
6,1845,2,462,1055,1055,2,8,1992,1992,189000,,2.440268378,13.28677024,1.194317638,9.951171657,11.2891601,11.2891601,1.194317638,2.602594469,14.19220667,14.19220667,184629
8,1752,2,492,559,1080,2,8,1988,2005,164000,,2.440268378,13.02029242,1.194317638,9.934165447,12.693812,13.02029242,1.194317638,2.259673787,14.19220667,14.19220667,192005
4,672,1,234,672,672,1,4,1941,1950,113000,,2.440268378,13.32465511,1.194317638,9.70355934,13.02893527,13.32465511,1.194317638,2.055641538,14.18596554,14.18596554,204287
4,960,1,364,648,960,,3,1965,2001,145000,,2.440268378,13.39728411,1.194317638,9.641351296,13.02245514,13.39728411,1.194317638,2.440268378,14.18908743,14.18908743,197355
5,999,1,300,925,999,1,6,1962,1962,134500,,2.440268378,12.50304919,1.194317638,9.951171657,12.50304919,12.50304919,1.194317638,2.259673787,14.19064738,14.19220667,165390
5,894,1,384,894,894,1,5,1966,1966,125000,,2.440268378,13.49312364,1.194317638,9.911335817,11.66681272,11.66681272,1.194317638,2.440268378,14.18908743,14.19064738,191206
6,1902,2,539,,1318,2,8,1978,1978,112000,,2.259673787,14.00511986,1.194317638,9.899853861,12.07429052,12.14782183,1.194317638,2.750250297,14.182841,14.182841,195337
8,1314,2,552,1300,1314,2,6,2009,2009,229456,,2.440268378,14.6547532,1.540962756,10.81396058,12.2224959,12.3486258,1.540962756,2.602594469,14.19220667,14.19220667,254036
4,912,,,,672,1,3,1947,1950,80500,,2.602594469,14.14513801,1.540962756,11.78449862,12.24701976,12.34071539,1.194317638,2.440268378,14.17971381,14.17971381,274004
6,1218,,,672,672,1,7,1971,1971,91500,,2.602594469,14.53160092,1.540962756,11.39665817,12.54803182,12.65794775,1.194317638,2.440268378,14.182841,14.182841,284973
5,912,1,288,912,912,1,5,1964,1964,115000,,2.750250297,15.32572551,1.540962756,11.41772883,13.38170647,13.38170647,1.194317638,2.750250297,14.182841,14.182841,412646
5,1211,1,322,952,1211,1,5,1968,1968,134000,,2.602594469,15.17377978,1.540962756,11.24142192,12.97236828,13.00728769,1.194317638,2.750250297,14.17501803,14.17501803,327375
6,1846,1,315,1040,1168,2,7,1949,1950,143000,,2.750250297,16.0078249,1.540962756,12.00785239,13.73971969,14.07660291,1.540962756,3.011340243,14.17188418,14.17345144,542913
5,2136,2,528,2136,2136,2,7,1951,1951,137900,,2.602594469,14.88442745,1.540962756,11.51765681,12.85638382,12.89024245,1.194317638,2.750250297,14.17345144,14.17501803,314065
7,1490,2,388,788,788,2,8,2004,2005,184000,,2.602594469,15.26049636,1.540962756,11.16274894,12.84729839,13.43016082,1.194317638,2.602594469,14.17188418,14.17188418,331860
6,1138,1,264,588,1138,1,6,1958,1958,145000,,2.602594469,14.12614042,1.194317638,11.36834549,12.39570087,12.43699935,1.194317638,2.602594469,14.19064738,14.19220667,249077
6,1933,3,668,894,894,2,9,2007,2007,214000,,2.602594469,13.62675168,1.540962756,11.91613099,13.62675168,13.62675168,1.194317638,2.259673787,14.19220667,14.19220667,323896
5,912,2,576,912,912,1,5,1965,2008,147000,,2.602594469,13.31074486,1.194317638,10.32249214,13.31074486,13.31074486,1.194317638,2.440268378,14.19220667,14.19220667,209434
9,1702,3,1052,1702,1702,1,7,2008,2008,367294,,2.602594469,12.8290553,1.194317638,10.67065955,12.8290553,12.8290553,1.194317638,2.055641538,14.19220667,14.19220667,203863
